W2,99
W2,322
W7,567
T3,728
W5,886
W1,1093
W2,1112
W5,1171
W4,1303
W9,1395
W4,1537
W11,1952
W1,2277
W4,2283
W4,2616
D2,3129
W3,3362
W1,3475
W3,3858
W3,4013
W5,4020
W3,4109
W8,4403
W1,4596
W2,4612
W6,4612
W2,4679
W10,4742
W5,4781
W6,4885
W1,5069
W8,5281
W1,5294
W3,5431
W10,5865
W8,6037
W6,6977
W1,7062
W2,7075
T1,7357
W4,7835
W5,7966
T3,8040
W1,8368
W3,8585
T2,8586
W1,9072
W1,9198
W6,9353
W2,9375
W1,9616
W1,9709
T5,9796
W5,9958
W1,10063
W5,10568
W1,10740
W5,10923
W3,11232
W3,11842
W5,11859
W4,12056
W4,12058
W1,12112
W1,12208
W2,12964
W4,12997
W7,13070
W3,13276
W3,13428
W4,13681
W1,13820
W9,13935
W3,13983
W2,14512
W1,14552
W2,14657
W1,14684
W4,15020
W3,15083
W1,15085
W4,15106
W9,15635
W8,15821
W7,16028
W5,16223
W1,16406
W9,16525
W7,16739
W4,16872
W1,17055
W2,17128
W1,17869
W4,17879
W3,18082
W6,18821
W6,19011
W3,19609
W3,19988
W3,20074
W1,20700
W1,20834
W4,21245
W2,21303
W1,21938
W2,22228
W10,22312
W5,22457
W5,22733
W7,22998
W11,23023
W3,23049
W4,23285
W1,23700
W5,23966
W5,24143
T5,24174
W2,24464
W4,24613
W4,24712
W1,24913
W5,25059
W1,25180
W1,25261
W1,25528
W7,25989
W5,26323
W3,26354
W8,26385
W4,26768
W8,27122
W6,27129
W2,27137
I1,27186
T5,27552
W4,27776
W11,28018
W2,28154
W2,28265
W2,28530
W2,28720
W2,28931
W10,28970
W7,29338
W11,29449
W1,29539
T1,29685
W3,29966
W1,30032
W2,30238
W2,30389
W5,30393
W4,30642
W2,30655
W5,30679
W3,30773
W1,31351
W11,31415
W3,31454
W4,31591
W4,31678
W1,31908
W1,31919
W1,31957
T1,32380
W8,32395
T5,32793
W2,33083
W2,33137
W2,33195
W2,33274
W10,33428
W3,33591
W5,33616
W1,33728
W3,34120
W1,34291
W2,34313
W5,34592
W6,34710
W3,34859
W8,34927
W3,34933
W5,35026
W3,35091
T4,35377
W2,35509
W1,35561
W5,35719
W2,35741
W6,35834
W2,35859
W1,36694
W2,36711
W1,36716
T3,36759
W9,37084
W3,37142
W1,37157
W6,37176
W9,37278
W3,37947
W8,37968
W3,38121
W2,38306
W1,38398
W2,38437
W4,38650
W4,38750
W5,38825
W2,38942
W4,39061
W2,39136
W5,39276
W1,39294
W2,39389
W1,39555
W4,39776
W1,40159
W2,40572
W2,40605
W2,40736
W8,40831
W4,40941
T4,41067
W8,41212
T2,41219
W8,41226
W1,41321
W1,41648
T1,41678
W2,41697
W4,41715
W11,42070
T2,42322
W6,42509
W5,42892
W4,43048
W2,43255
W5,43265
W11,43319
W10,44139
W1,44474
W2,44622
W1,44738
W1,44747
W10,45111
W3,45288
W7,45403
W3,45445
W6,45698
W4,45865
W1,45959
W6,46431
W8,46500
W2,46524
I1,46747
W4,47016
W11,47115
W3,47174
W4,47235
W4,47421
W10,47486
W2,47636
W2,47811
W6,48395
T3,48422
W2,48725
W2,48804
W3,49018
W6,49550
W3,49717
I2,49741
W11,49928
T2,49982
W6,49984
T2,50175
W7,50611
W2,50708
W9,50717
W2,51109
W1,51721
W2,52096
W4,52190
W5,52464
I1,52497
W5,52704
W2,52737
W2,52808
W9,52915
W4,52964
W1,53232
W5,53271
W4,54320
W2,54336
T1,54407
W2,54469
W3,54773
W3,55177
W1,55199
W5,55403
W6,55456
W3,55543
W6,55916
W6,56053
W1,56057
W4,56449
W3,56471
W1,56686
W1,56725
W4,56726
W6,56794
W1,56922
W1,57023
W4,57158
W2,57255
W3,57317
W2,57411
W4,57777
W1,57811
W4,57951
W1,57985
T2,58058
W4,58209
W3,58378
W1,58613
W6,58739
W2,58805
W10,58967
W7,59096
W9,59116
W1,59364
W5,59372
W8,59459
W4,59575
W1,59826
W2,60007
W2,60126
W3,60173
W3,60183
W1,60186
W5,60339
T2,61131
W1,61432
W2,61436
W1,61754
W4,61983
W2,62206
W4,62610
W1,62627
W6,62877
I2,63119
W3,63137
W5,63171
W7,63475
W3,63589
W1,63899
I3,63946
W1,64215
W2,64506
W3,64834
W5,64945
W10,64972
W2,65105
W7,65215
W7,65508
W6,65633
W2,65716
W3,65973
W4,66214
W5,66398
W6,66496
W2,66723
W6,66820
W3,67010
W2,67091
W4,67214
W2,67813
W2,67851
W1,68011
W1,68037
W3,68248
W6,68502
W4,68753
W7,68753
W1,68759
W1,69222
W4,69504
W10,69776
W1,69783
W4,70059
W3,70332
W7,70493
T2,70533
W6,70578
W7,70673
W5,71072
W1,71487
W3,71701
W3,71869
W2,71876
W3,71946
W1,71953
W8,72014
W2,72267
W1,72306
W1,72314
W3,72467
W6,72659
W3,73002
W2,73060
W8,73133
W2,73186
W7,73209
W2,73269
W1,73444
W2,73591
W1,73661
W10,74012
W1,74071
W1,74224
W3,74407
W2,74448
W2,74633
W3,74635
W4,74798
W3,74810
W4,74871
W2,75119
I3,75123
W2,75249
W3,75563
W5,75631
W4,76088
W5,76093
W7,76738
W3,77119
W3,77275
W2,77348
W1,77633
W8,77647
W2,77820
W2,77956
W1,78023
W2,78177
W3,78355
W4,78686
W1,78765
T2,78916
W3,79077
W1,79159
W4,79374
W3,79574
W2,79656
W4,80340
W7,80524
W1,80526
W4,80798
W2,80807
W3,80858
W1,80955
W2,81489
W5,81520
W2,81575
W1,81864
W8,81922
W3,81940
W1,82623
W10,82638
W1,82720
W1,82781
W4,82820
W9,82918
W3,82923
W9,83215
W2,83310
W5,83561
W8,83976
W3,84203
W5,84291
W4,85226
T2,85341
W2,85708
W4,85840
W9,86046
T6,87018
W6,87346
W2,87468
W3,87708
W1,87763
W3,89057
W5,89429
W7,89485
W1,89614
W7,90023
W2,90291
W5,90426
W1,90780
W6,90829
T5,90892
W4,91628
W8,91816
W3,91873
W1,92196
W4,92267
W2,92893
W5,93344
W1,93505
W6,93571
W1,93595
W1,94419
W2,94448
W3,95225
W4,95305
T2,95390
T5,95646
W1,95707
W3,95718
W2,95982
W1,96034
W3,96054
T3,96188
W1,96192
W10,96847
W1,96890
W5,97117
W2,97149
W5,97223
W2,97242
W7,97298
W5,97328
W5,97349
W2,97631
W1,97695
W4,97728
W4,97873
W1,97975
W2,98063
W1,98122
W6,98160
W9,98367
W2,98516
W1,98808
W1,98814
W1,99021
W1,99183
W5,99195
W3,99223
W5,99346
W3,99833
W4,100120
W2,100729
W7,101071
W11,101207
W1,101310
W10,101360
W2,101381
W1,101382
W5,101398
W3,101414
W6,101549
W3,101655
W4,101665
W1,101697
W5,101797
W3,101877
W3,101939
W6,102013
W4,102103
W2,102236
W2,102238
W4,102684
T5,102782
W2,103128
W5,103179
W4,103348
W6,103461
W1,103477
W8,103723
W7,103796
W3,104036
W2,104361
W1,104484
W10,104696
W1,104763
W2,104828
W2,105091
W3,105142
W3,105244
W6,105279
W2,105388
T3,105400
T6,105401
W4,105594
W6,105631
W2,106021
W4,106094
W3,106374
W2,106463
W2,107134
I2,107251
W5,107608
W1,107801
W4,108083
W2,108346
W3,108620
W1,108754
W3,108803
W1,109035
W8,109041
W3,109171
T1,109797
W2,109930
W4,110119
W10,110245
W4,111034
W4,111338
W1,111356
W1,111360
W3,111761
W1,112522
W6,112634
W2,112725
W2,112845
W7,112962
W1,113017
W2,113131
W5,113161
W6,113409
W1,113464
W4,113466
W4,114278
W5,114676
W2,114775
W3,114852
W2,115119
W5,115163
W1,115568
W5,115574
W1,115686
W5,115731
W1,115820
W1,115873
W10,115931
W7,116417
W5,116505
W7,116664
W2,116711
W3,116794
W2,117428
W2,117655
W3,117672
W9,118169
W1,118200
W1,118514
W11,118530
W1,118752
W5,119662
W8,120441
W1,120491
W1,120680
W2,120789
W2,120972
W4,121069
W9,121114
W6,121165
W3,121185
W4,121358
W6,121614
W1,121751
W3,121891
W2,121953
W1,121978
W2,122219
W8,122282
W8,122494
W1,122711
W1,122775
W1,123277
W5,123412
W2,123777
W2,124024
